customerID,gender,age,tenure,PhoneService,InternetService,is_tv_subscriber,is_movie_package_subscriber,service_failure_count,bill_avg,Churn
8580-AECUZ,Male,42,1,Yes,Fiber optic,Yes,No,0,2373.0,Yes
3307-TLCUD,Male,50,17,No,DSL,No,No,0,1032.0,No
6625-FLENO,Male,21,58,Yes,DOCSIS,No internet service,No internet service,0,622.5,No
2967-MXRAV,Male,54,1,Yes,DOCSIS,No internet service,No internet service,2,564.0,No
7963-GQRMY,Female,60,3,Yes,DSL,No,No,1,1329.0,Yes
8189-HBVRW,Female,55,53,Yes,Fiber optic,No,No,1,2724.0,No
4163-KIUHY,Male,64,35,Yes,DOCSIS,No internet service,No internet service,0,768.0,No
1228-FZFRV,Male,57,50,Yes,Fiber optic,Yes,Yes,2,3178.5,Yes
3500-NSDOA,Male,50,68,Yes,DSL,No,Yes,0,2124.0,No
1171-TYKUR,Male,36,47,Yes,DOCSIS,No internet service,No internet service,1,762.0,No
3761-FLYZI,Female,61,65,Yes,Fiber optic,Yes,Yes,0,3264.0,No
2058-DCJBE,Male,50,5,Yes,Fiber optic,No,No,2,2092.5,Yes
5364-XYIRR,Male,26,51,Yes,Fiber optic,Yes,Yes,0,2839.5,Yes
4829-AUOAX,Female,43,46,Yes,Fiber optic,Yes,Yes,0,2881.5,Yes
1219-NNDDO,Female,59,9,Yes,Fiber optic,No,No,2,2305.5,No
8388-DMKAE,Female,33,8,Yes,DOCSIS,No internet service,No internet service,0,607.5,No
4403-BWPAY,Male,45,14,Yes,DOCSIS,No internet service,No internet service,2,744.0,No
9659-QEQSY,Female,63,45,Yes,Fiber optic,Yes,Yes,1,3469.5,No
5405-ZMYXQ,Female,61,8,Yes,Fiber optic,No,No,2,2238.0,No
5047-LHVLY,Male,37,1,Yes,DSL,No,No,1,1504.5,Yes
1442-OKRJE,Male,36,66,Yes,Fiber optic,Yes,Yes,2,3094.5,No
4737-AQCPU,Male,49,72,Yes,DSL,No,No,1,2163.0,No
9158-VCTQB,Female,27,41,Yes,Fiber optic,Yes,Yes,1,3408.0,Yes
2808-CHTDM,Female,21,23,Yes,DOCSIS,No internet service,No internet service,1,753.0,No
6311-UEUME,Female,23,29,Yes,Fiber optic,Yes,No,2,2367.0,Yes
0793-TWELN,Female,57,4,Yes,Fiber optic,No,No,2,2404.5,No
3283-WCWXT,Male,26,6,Yes,DOCSIS,No internet service,No internet service,0,762.0,No
1060-ENTOF,Female,32,67,Yes,Fiber optic,No,Yes,2,3162.0,No
0999-QXNSA,Male,27,7,Yes,DSL,No,No,0,1372.5,No
5451-MHQOF,Male,22,56,Yes,DOCSIS,No internet service,No internet service,1,733.5,No
4836-WNFNO,Female,52,72,Yes,DOCSIS,No internet service,No internet service,2,750.0,No
9225-BZLNZ,Male,36,72,Yes,DSL,Yes,Yes,2,2557.5,No
0354-VXMJC,Male,54,23,Yes,DOCSIS,No internet service,No internet service,2,588.0,No
4422-QVIJA,Female,21,35,Yes,DSL,No,No,2,1504.5,No
9365-SRSZE,Male,61,27,Yes,Fiber optic,No,No,0,2116.5,No
6839-ITVZJ,Female,34,26,Yes,DSL,No,No,1,1801.5,Yes
8332-OSJDW,Male,64,12,Yes,DOCSIS,No internet service,No internet service,1,792.0,No
4735-BJKOU,Female,19,40,Yes,DOCSIS,No internet service,No internet service,1,604.5,No
0274-JKUJR,Male,45,7,No,DSL,Yes,Yes,0,1765.5,No
5740-YHGTW,Male,41,70,Yes,Fiber optic,Yes,No,0,2926.5,No
8917-SZTTJ,Male,36,60,Yes,DOCSIS,No internet service,No internet service,1,589.5,No
1696-MZVAU,Male,40,39,No,DSL,No,No,1,757.5,No
7359-WWYJV,Male,61,72,Yes,Fiber optic,Yes,Yes,2,3433.5,No
0375-HVGXO,Female,47,1,No,DSL,Yes,No,2,1041.0,Yes
4906-ZHGPK,Male,52,54,Yes,DSL,Yes,No,1,2121.0,No
8593-WHYHV,Male,53,3,Yes,Fiber optic,No,Yes,1,2559.0,Yes
3795-GWTRD,Female,33,63,Yes,DSL,Yes,No,2,2266.5,No
1298-PHBTI,Male,54,71,Yes,Fiber optic,No,No,1,2544.0,No
6223-DHJGV,Female,62,42,Yes,DOCSIS,No internet service,No internet service,1,619.5,No
6961-MJKBO,Male,35,47,Yes,DOCSIS,No internet service,No internet service,0,613.5,No
6097-EQISJ,Female,59,66,Yes,Fiber optic,Yes,Yes,0,3073.5,Yes
4423-YLHDV,Female,40,21,Yes,Fiber optic,Yes,Yes,0,3132.0,Yes
8158-WPEZG,Male,55,11,No,DSL,No,No,2,1069.5,No
0107-YHINA,Male,36,1,Yes,Fiber optic,Yes,Yes,0,2992.5,Yes
4918-FYJNT,Female,44,55,Yes,Fiber optic,No,No,1,2713.5,No
0727-BNRLG,Male,19,69,Yes,Fiber optic,Yes,No,1,2929.5,No
4854-CIDCF,Female,21,3,Yes,Fiber optic,No,No,2,2215.5,No
8640-SDGKB,Male,35,4,Yes,DSL,Yes,Yes,2,2232.0,Yes
3280-MRDOF,Male,58,30,Yes,DSL,Yes,No,2,2073.0,No
6435-SRWBJ,Female,33,5,Yes,Fiber optic,No,No,0,2482.5,No
9964-WBQDJ,Female,37,71,Yes,DOCSIS,No internet service,No internet service,1,732.0,No
6303-KFWSL,Female,28,29,Yes,DSL,No,No,0,1657.5,No
1702-CCFNJ,Male,52,52,Yes,DSL,No,No,0,1840.5,No
8932-CZHRQ,Male,55,68,Yes,DSL,No,Yes,2,2302.5,No
0386-CWRGM,Female,47,46,Yes,DOCSIS,No internet service,No internet service,2,582.0,No
5515-RUGKN,Male,34,8,Yes,DSL,No,Yes,0,1642.5,No
0404-AHASP,Male,28,72,Yes,DOCSIS,No internet service,No internet service,1,591.0,No
7279-NMVJC,Female,50,17,Yes,DOCSIS,No internet service,No internet service,1,597.0,No
2081-VEYEH,Male,36,3,Yes,Fiber optic,Yes,Yes,0,3238.5,No
6407-UTSLV,Female,63,2,Yes,Fiber optic,Yes,No,0,2514.0,No
4116-TZAQJ,Female,52,9,Yes,Fiber optic,No,No,2,2227.5,Yes
9060-HJJRW,Female,64,51,No,DSL,Yes,Yes,2,1692.0,No
2587-YNLES,Female,29,6,Yes,DOCSIS,No internet service,No internet service,2,603.0,No
7398-SKNQZ,Female,39,3,Yes,Fiber optic,Yes,Yes,0,2847.0,No
5935-FCCNB,Female,64,17,Yes,Fiber optic,Yes,Yes,2,2826.0,No
1958-RNRKS,Male,46,30,Yes,DSL,No,No,1,1497.0,No
5136-RGMZO,Male,18,31,Yes,DSL,Yes,No,0,2131.5,No
8345-MVDYC,Female,52,45,Yes,DSL,Yes,Yes,1,2449.5,No
8226-BXGES,Male,63,64,Yes,Fiber optic,No,No,1,2683.5,No
3877-JRJIP,Male,28,1,Yes,DSL,Yes,No,1,1795.5,Yes
8375-DKEBR,Female,34,1,Yes,Fiber optic,No,No,0,2088.0,Yes
9705-IOVQQ,Male,25,61,Yes,Fiber optic,Yes,Yes,1,2970.0,No
1015-OWJKI,Male,26,1,Yes,DOCSIS,No internet service,No internet service,1,571.5,No
7511-YMXVQ,Male,38,9,No,DSL,Yes,Yes,0,1362.0,Yes
2040-XBAVJ,Male,35,72,Yes,Fiber optic,Yes,Yes,1,3433.5,No
7551-JOHTI,Female,54,1,Yes,DOCSIS,No internet service,No internet service,2,585.0,Yes
8887-IPQNC,Female,38,7,Yes,DSL,No,No,2,1327.5,No
8646-JCOMS,Female,42,66,Yes,Fiber optic,No,No,0,2716.5,No
9804-ICWBG,Male,38,1,Yes,Fiber optic,No,No,1,2097.0,Yes
1222-KJNZD,Male,20,40,Yes,DOCSIS,No internet service,No internet service,0,612.0,No
0106-GHRQR,Male,30,16,Yes,DSL,No,Yes,1,2142.0,No
5318-IXUZF,Female,26,2,Yes,Fiber optic,Yes,No,2,2614.5,Yes
3768-VHXQO,Male,37,67,Yes,DOCSIS,No internet service,No internet service,2,745.5,No
8952-WCVCD,Female,41,41,Yes,Fiber optic,Yes,Yes,1,3133.5,No
2418-TPEUN,Female,54,56,Yes,DOCSIS,No internet service,No internet service,2,594.0,No
3963-RYFNS,Female,33,72,Yes,Fiber optic,Yes,Yes,0,3493.5,No
3198-VELRD,Female,36,3,Yes,Fiber optic,No,Yes,1,2542.5,Yes
8540-ZQGEA,Female,31,54,Yes,DOCSIS,No internet service,No internet service,2,601.5,No
1320-REHCS,Male,18,52,Yes,Fiber optic,Yes,Yes,0,3322.5,No
4137-JOPHL,Female,35,50,Yes,Fiber optic,No,Yes,2,2691.0,No
9436-ZBZCT,Male,20,14,Yes,Fiber optic,Yes,No,2,2698.5,Yes
7801-CEDNV,Male,39,27,Yes,DSL,No,No,2,1461.0,No
2057-BOYKM,Female,32,72,Yes,Fiber optic,No,No,2,2898.0,No
3658-QQJYD,Male,59,62,Yes,DSL,Yes,Yes,2,2229.0,No
1803-BGNBD,Female,61,12,Yes,DSL,No,No,2,1629.0,No
0134-XWXCE,Female,35,44,Yes,DSL,Yes,Yes,0,2245.5,No
6950-TWMYB,Male,24,54,Yes,Fiber optic,No,No,1,2398.5,No
5848-FHRFC,Female,28,68,Yes,DOCSIS,No internet service,No internet service,1,601.5,No
2243-FNMMI,Male,62,20,Yes,DOCSIS,No internet service,No internet service,2,582.0,No
2511-MORQY,Male,30,50,Yes,DSL,No,No,0,1647.0,No
5356-KZCKT,Male,45,58,Yes,DOCSIS,No internet service,No internet service,2,733.5,No
9470-XCCEM,Male,44,35,Yes,Fiber optic,Yes,No,2,2689.5,No
6519-CFDBX,Female,49,2,Yes,DSL,No,No,0,1362.0,No
3902-MIVLE,Male,39,63,Yes,DSL,No,Yes,2,2271.0,No
0409-WTMPL,Female,61,58,Yes,Fiber optic,Yes,Yes,1,3319.5,No
8763-KIAFH,Female,31,27,Yes,DOCSIS,No internet service,No internet service,1,616.5,No
3669-WHAFY,Female,35,71,Yes,Fiber optic,Yes,Yes,0,3454.5,No
3055-VTCGS,Female,47,63,Yes,DSL,No,Yes,1,1756.5,No
3144-KMTWZ,Male,21,71,Yes,Fiber optic,No,Yes,1,2797.5,No
7279-BUYWN,Female,46,41,Yes,Fiber optic,Yes,Yes,0,3396.0,Yes
7156-MHUGY,Male,51,13,Yes,Fiber optic,Yes,Yes,1,2715.0,Yes
7198-GLXTC,Male,44,2,Yes,Fiber optic,Yes,No,2,2370.0,Yes
2007-QVGAW,Female,29,68,Yes,DOCSIS,No internet service,No internet service,2,580.5,No
5207-PLSTK,Male,53,1,Yes,DSL,No,No,0,1462.5,No
2307-FYNNL,Male,62,65,Yes,Fiber optic,Yes,Yes,0,3271.5,No
5605-XNWEN,Male,32,72,Yes,DOCSIS,No internet service,No internet service,1,750.0,No
2155-AMQRX,Female,49,28,Yes,DSL,No,No,0,1647.0,No
6181-AXXYF,Male,24,72,Yes,DOCSIS,No internet service,No internet service,0,742.5,No
5091-HFAZW,Female,64,2,Yes,Fiber optic,Yes,No,2,2734.5,No
0516-VRYBW,Female,26,18,Yes,DOCSIS,No internet service,No internet service,1,604.5,Yes
2519-LBNQL,Male,21,60,Yes,Fiber optic,Yes,Yes,1,3130.5,No
8623-ULFNQ,Female,19,26,Yes,DSL,No,Yes,1,1981.5,No
8380-PEFPE,Male,51,1,Yes,Fiber optic,No,No,1,2149.5,Yes
5687-DKDTV,Female,37,4,Yes,DOCSIS,No internet service,No internet service,2,610.5,Yes
1568-LJSZU,Male,51,68,Yes,DSL,Yes,Yes,1,2766.0,No
7530-HDYDS,Female,35,38,Yes,Fiber optic,No,No,1,2527.5,Yes
7789-HKSBS,Female,35,42,Yes,Fiber optic,Yes,Yes,1,3156.0,No
7416-CKTEP,Female,40,57,Yes,DOCSIS,No internet service,No internet service,2,588.0,No
2586-CWXVV,Male,27,54,No,DSL,No,No,2,912.0,No
3096-IZETN,Female,48,12,Yes,Fiber optic,No,Yes,2,2343.0,Yes
2348-KCJLT,Female,23,44,Yes,DSL,No,No,0,1845.0,No
8401-EMUWF,Male,46,42,Yes,DSL,Yes,No,2,2082.0,No
4193-IBKSW,Male,45,72,Yes,DOCSIS,No internet service,No internet service,2,742.5,No
5377-NDTOU,Female,41,71,Yes,DSL,Yes,Yes,2,2731.5,No
5922-ABDVO,Female,26,19,Yes,Fiber optic,No,Yes,0,2689.5,Yes
2474-LCNUE,Female,60,23,Yes,DSL,Yes,Yes,0,2209.5,No
0839-QNXME,Female,38,30,Yes,DOCSIS,No internet service,No internet service,2,582.0,No
3506-OVLKD,Male,46,35,Yes,DOCSIS,No internet service,No internet service,0,786.0,No
9172-ANCRX,Female,32,10,Yes,Fiber optic,Yes,Yes,1,2961.0,Yes
6650-VJONK,Male,19,1,Yes,DSL,No,No,2,1315.5,No
2178-PMGCJ,Male,54,22,Yes,Fiber optic,No,No,2,2091.0,No
7492-TAFJD,Male,43,7,No,DSL,No,No,2,1156.5,No
2773-MADBQ,Female,62,36,No,DSL,No,Yes,1,1593.0,No
6016-LVTJQ,Female,63,34,Yes,DOCSIS,No internet service,No internet service,1,619.5,No
7860-KSUGX,Male,31,72,Yes,DSL,No,No,1,1933.5,No
8966-KZXXA,Male,23,36,Yes,DOCSIS,No internet service,No internet service,0,753.0,No
6910-HADCM,Female,36,1,Yes,Fiber optic,No,No,1,2290.5,Yes
4816-LXZYW,Female,60,23,Yes,Fiber optic,No,No,2,2374.5,Yes
9606-PBKBQ,Male,30,32,Yes,Fiber optic,No,Yes,2,2550.0,Yes
5149-QYTTU,Female,30,71,Yes,Fiber optic,No,No,1,2854.5,No
2070-XYMFH,Female,48,23,Yes,Fiber optic,No,No,2,2380.5,No
2085-BOJKI,Male,39,17,Yes,Fiber optic,Yes,Yes,0,2899.5,No
0817-HSUSE,Male,35,1,Yes,DSL,Yes,Yes,1,2265.0,No
5442-PPTJY,Male,46,12,Yes,DOCSIS,No internet service,No internet service,2,591.0,No
1927-QEWMY,Female,56,72,Yes,DOCSIS,No internet service,No internet service,0,615.0,No
1663-MHLHE,Male,32,1,Yes,DOCSIS,No internet service,No internet service,1,576.0,No
5663-QBGIS,Male,33,72,Yes,Fiber optic,Yes,Yes,2,2950.5,No
4450-MDZFX,Male,49,60,Yes,Fiber optic,No,No,2,2230.5,No
6701-DHKWQ,Female,56,61,No,DSL,Yes,No,1,1540.5,No
7554-AKDQF,Female,32,6,Yes,DSL,No,No,2,1369.5,No
3536-IQCTX,Male,32,32,Yes,Fiber optic,No,Yes,2,2559.0,Yes
4911-BANWH,Female,39,31,Yes,Fiber optic,Yes,No,1,2596.5,Yes
8496-EJAUI,Male,25,19,Yes,Fiber optic,No,No,0,2215.5,Yes
0794-YVSGE,Male,53,72,Yes,DOCSIS,No internet service,No internet service,0,609.0,No
5423-BHIXO,Female,42,32,Yes,DSL,No,No,0,1626.0,No
6908-VVYHM,Male,19,65,Yes,Fiber optic,No,Yes,2,2719.5,No
2959-EEXWB,Female,44,45,No,DSL,Yes,Yes,1,1527.0,No
1839-UMACK,Male,26,42,Yes,DOCSIS,No internet service,No internet service,1,751.5,No
3030-YDNRM,Male,60,8,Yes,Fiber optic,No,No,0,2245.5,No
7321-KKSDU,Male,60,32,Yes,DOCSIS,No internet service,No internet service,0,615.0,No
3402-XRIUO,Female,60,22,Yes,DSL,No,No,0,1906.5,No
3132-TVFDZ,Male,48,57,No,DSL,Yes,Yes,2,1345.5,Yes
8286-AFUYI,Male,32,1,Yes,DSL,No,No,2,1438.5,No
8080-DDEMJ,Male,32,1,Yes,DSL,No,No,0,1353.0,Yes
8356-WUAOJ,Female,22,1,Yes,DSL,No,No,0,1350.0,No
6365-MTGZX,Male,30,24,Yes,Fiber optic,Yes,Yes,0,2880.0,Yes
1349-WXNGG,Male,22,1,Yes,DOCSIS,No internet service,No internet service,1,601.5,Yes
8058-DMYRU,Male,54,54,Yes,Fiber optic,No,Yes,2,2701.5,No
9350-ZXYJC,Female,55,4,Yes,DOCSIS,No internet service,No internet service,1,759.0,No
6990-YNRIO,Male,55,65,Yes,Fiber optic,Yes,Yes,1,3259.5,Yes
8958-JPTRR,Female,57,56,Yes,DOCSIS,No internet service,No internet service,1,729.0,No
6959-GQEGV,Male,31,45,Yes,DSL,Yes,Yes,1,2278.5,No
3173-WSSUE,Female,62,71,Yes,DOCSIS,No internet service,No internet service,0,591.0,No
1265-HVPZB,Male,30,59,Yes,DSL,Yes,No,1,1992.0000000000002,No
4115-UMJFQ,Male,64,69,No,DSL,No,No,0,1072.5,No
7369-TRPFD,Male,57,19,Yes,DOCSIS,No internet service,No internet service,2,564.0,No
1098-KFQEC,Female,47,55,Yes,DOCSIS,No internet service,No internet service,0,582.0,No
7190-XHTWJ,Female,33,38,Yes,DOCSIS,No internet service,No internet service,1,579.0,No
0621-TWIEM,Male,61,10,Yes,DSL,No,No,1,1366.5,Yes
3537-RYBHH,Female,28,47,Yes,DSL,No,No,0,2023.5,No
2485-ITVKB,Female,49,2,No,DSL,No,Yes,2,1053.0,Yes
3669-OYSJI,Male,59,1,Yes,DSL,No,No,2,1386.0,Yes
1612-EOHDH,Female,59,1,Yes,DSL,No,No,1,1354.5,Yes
6702-OHFWR,Male,32,1,No,DSL,No,Yes,0,1299.0,Yes
5296-BFCYD,Male,24,46,Yes,DOCSIS,No internet service,No internet service,1,603.0,No
4510-PYUSH,Female,23,38,Yes,DSL,No,No,2,1714.5,Yes
9359-JANWS,Female,26,65,Yes,DSL,No,No,1,1767.0,No
7517-SAWMO,Female,64,19,Yes,Fiber optic,No,No,1,2196.0,Yes
4143-HHPMK,Male,64,52,Yes,Fiber optic,No,Yes,2,2560.5,Yes
3279-DYZQM,Male,34,71,Yes,DOCSIS,No internet service,No internet service,0,583.5,No
7054-LGEQW,Female,59,1,Yes,DSL,No,No,2,1378.5,Yes
0523-VNGTF,Female,27,52,No,DSL,Yes,No,2,1515.0,No
9575-IWCAZ,Male,57,6,Yes,DOCSIS,No internet service,No internet service,1,753.0,No
7105-MXJLL,Female,21,26,Yes,DSL,No,Yes,1,1821.0,No
7064-FRRSW,Male,24,48,Yes,Fiber optic,Yes,Yes,2,2970.0,No
7940-UQQUG,Female,61,64,Yes,Fiber optic,Yes,Yes,0,3132.0,No
0923-PNFUB,Female,58,3,Yes,Fiber optic,Yes,No,1,2512.5,Yes
3961-SXAXY,Male,38,1,Yes,DSL,No,No,1,1321.5,No
7010-BRBUU,Male,29,72,Yes,DOCSIS,No internet service,No internet service,2,723.0,No
3566-HJGPK,Male,64,1,Yes,DSL,No,No,0,1366.5,No
3062-ICYZQ,Female,44,51,Yes,Fiber optic,No,Yes,1,2814.0,No
9938-PRCVK,Female,50,41,Yes,DOCSIS,No internet service,No internet service,0,591.0,No
0973-KYVNF,Female,55,72,Yes,DSL,Yes,No,0,2119.5,No
5129-HHMZC,Female,56,43,Yes,DSL,Yes,Yes,1,2593.5,No
9637-CDTKZ,Male,61,72,Yes,Fiber optic,Yes,Yes,0,3423.0,No
3946-JEWRQ,Male,23,47,Yes,Fiber optic,Yes,Yes,0,2856.0,No
7873-CVMAW,Male,27,72,Yes,DSL,Yes,Yes,0,2656.5,No
0463-WZZKO,Male,45,3,Yes,DOCSIS,No internet service,No internet service,2,622.5,No
3494-JCHRQ,Male,62,1,Yes,Fiber optic,No,No,2,2101.5,Yes
6474-FVJLC,Male,41,2,Yes,Fiber optic,No,Yes,2,2580.0,Yes
4524-QCSSM,Male,20,26,No,DSL,No,Yes,0,1339.5,No
5832-EXGTT,Male,23,29,Yes,DSL,No,Yes,2,1806.0,No
8840-DQLGN,Female,29,35,Yes,Fiber optic,Yes,No,2,3015.0,Yes
2039-JONDJ,Male,47,27,Yes,DSL,No,No,0,1663.5,No
7217-JYHOQ,Male,54,24,Yes,DSL,No,Yes,2,2109.0,No
6695-FRVEC,Male,23,67,Yes,DSL,No,No,1,1812.0,No
4547-LYTDD,Female,49,16,Yes,Fiber optic,No,No,1,2179.5,Yes
9894-QMIMJ,Female,18,23,Yes,DSL,No,No,1,1674.0,No
8069-YQQAJ,Male,33,14,No,DSL,No,No,2,933.0,No
6770-XUAGN,Female,38,1,Yes,DOCSIS,No internet service,No internet service,2,630.0,Yes
4193-ORFCL,Female,24,1,Yes,DSL,No,No,0,1353.0,Yes
1636-NTNCO,Male,58,4,No,DSL,Yes,Yes,1,1528.5,No
3466-WAESX,Male,51,16,Yes,DSL,No,Yes,1,2073.0,No
9281-PKKZE,Female,51,46,No,DSL,Yes,Yes,2,1318.5,No
3638-VBZTA,Male,48,68,Yes,DSL,Yes,Yes,2,2595.0,No
7459-IMVYU,Male,24,38,Yes,DSL,No,No,0,2098.5,No
7776-QWNFX,Male,37,30,Yes,DSL,No,No,2,1512.0,Yes
6689-TCZHQ,Female,30,5,Yes,Fiber optic,No,Yes,1,2368.5,Yes
8563-OYMQY,Male,47,17,Yes,Fiber optic,No,Yes,1,2728.5,No
0754-EEBDC,Male,43,4,Yes,DOCSIS,No internet service,No internet service,0,597.0,No
5777-ZPQNC,Female,43,12,Yes,DOCSIS,No internet service,No internet service,0,604.5,No
1951-IEYXM,Male,47,72,Yes,DSL,Yes,Yes,2,2718.0,No
3318-NMQXL,Male,51,3,Yes,Fiber optic,Yes,Yes,0,2760.0,No
3143-ILDAL,Male,19,56,Yes,Fiber optic,No,Yes,2,2833.5,Yes
1022-RKXDR,Female,31,41,Yes,DOCSIS,No internet service,No internet service,1,745.5,No
2361-FJWNO,Male,47,40,No,DSL,No,No,2,1080.0,No
2272-UOINI,Female,36,7,Yes,DSL,Yes,Yes,2,2355.0,No
8232-UTFOZ,Male,42,69,Yes,DOCSIS,No internet service,No internet service,2,598.5,No
3750-YHRYO,Male,37,7,Yes,DOCSIS,No internet service,No internet service,0,619.5,No
6637-KYRCV,Female,57,5,No,DSL,No,No,1,915.0,No
5668-MEISB,Female,36,72,Yes,Fiber optic,Yes,No,1,3183.0,No
0129-QMPDR,Male,43,44,Yes,DOCSIS,No internet service,No internet service,1,615.0,No
7188-CBBBA,Female,61,65,Yes,Fiber optic,Yes,No,0,2865.0,No
5356-CSVSQ,Female,31,3,Yes,DSL,Yes,No,0,1937.9999999999998,No
3221-CJMSG,Male,19,24,Yes,DSL,No,No,2,1533.0,No
4720-VSTSI,Female,49,44,Yes,Fiber optic,No,No,0,2544.0,Yes
3219-JQRSL,Female,33,72,Yes,DSL,Yes,Yes,2,2673.0,No
2801-NISEI,Male,39,24,Yes,DSL,No,No,1,1648.5,No
3946-MHCZW,Male,40,1,Yes,DSL,No,No,0,1527.0,Yes
4623-ZKHLY,Male,18,22,Yes,DOCSIS,No internet service,No internet service,1,613.5,No
6732-VAILE,Male,24,70,Yes,DSL,Yes,Yes,1,2578.5,No
8201-AAXCB,Male,51,25,Yes,DSL,Yes,No,1,1810.5,No
7696-CFTAT,Male,30,37,Yes,DOCSIS,No internet service,No internet service,1,594.0,No
1845-CSBRZ,Female,52,22,Yes,Fiber optic,Yes,No,0,2560.5,No
2123-VSCOT,Female,60,59,Yes,DSL,Yes,No,1,2163.0,No
6651-AZVTJ,Male,24,49,Yes,Fiber optic,Yes,Yes,1,2994.0,Yes
4566-GOLUK,Male,55,47,Yes,Fiber optic,Yes,Yes,0,3220.5,Yes
2484-DGXPZ,Female,39,31,Yes,DOCSIS,No internet service,No internet service,0,586.5,Yes
2018-QKYGT,Male,57,1,Yes,Fiber optic,No,Yes,2,2431.5,No
2792-VPPET,Male,45,3,Yes,DOCSIS,No internet service,No internet service,2,615.0,No
7409-JURKQ,Female,32,53,Yes,Fiber optic,Yes,Yes,0,3354.0,No
3247-MHJKM,Male,46,1,Yes,DOCSIS,No internet service,No internet service,1,606.0,No
1964-SVLEA,Male,20,20,Yes,DOCSIS,No internet service,No internet service,2,591.0,No
4587-NUKOX,Female,38,3,Yes,Fiber optic,No,No,0,2373.0,Yes
7297-DVYGA,Female,51,51,Yes,DOCSIS,No internet service,No internet service,2,595.5,No
2239-CGBUZ,Female,63,51,Yes,DSL,No,No,0,1815.0,No
0854-UYHZD,Female,38,13,Yes,DOCSIS,No internet service,No internet service,0,586.5,No
7243-LCGGZ,Female,39,1,Yes,DOCSIS,No internet service,No internet service,2,627.0,No
8267-KFGYD,Male,24,1,Yes,DOCSIS,No internet service,No internet service,0,631.5,No
4890-VMUAV,Male,52,63,Yes,DSL,No,No,1,2145.0,No
9261-WDCAF,Male,37,3,Yes,DSL,No,Yes,2,1639.5,No
3764-MNMOI,Male,33,46,Yes,DOCSIS,No internet service,No internet service,1,576.0,No
7442-YGZFK,Male,60,1,Yes,DSL,No,No,2,1494.0,No
0420-BWTPW,Male,33,8,No,DSL,No,No,1,765.0,Yes
8229-BUJHX,Female,59,71,Yes,DOCSIS,No internet service,No internet service,2,615.0,No
7449-HVPIV,Male,62,55,Yes,Fiber optic,Yes,No,2,2712.0,No
5504-WSIUR,Female,45,70,Yes,Fiber optic,No,No,0,2707.5,No
8183-ONMXC,Female,51,2,Yes,Fiber optic,No,Yes,1,2422.5,Yes
8466-PZBLH,Male,37,67,Yes,Fiber optic,Yes,Yes,0,3138.0,No
9614-RMGHA,Male,45,65,Yes,Fiber optic,Yes,No,0,2755.5,Yes
8735-IJJEG,Male,43,14,Yes,DSL,No,No,0,1506.0,No
0564-MUUQK,Female,61,20,Yes,Fiber optic,No,Yes,2,2865.0,No
5054-IEXZT,Male,19,1,Yes,Fiber optic,No,No,2,2260.5,Yes
5834-ASPWA,Male,21,1,Yes,Fiber optic,No,No,1,2263.5,Yes
0701-RFGFI,Female,28,49,Yes,Fiber optic,Yes,Yes,1,2862.0,No
0019-EFAEP,Female,44,72,Yes,Fiber optic,Yes,No,0,3039.0,No
5619-PTMIK,Female,62,46,Yes,DSL,No,No,0,1593.0,No
3737-XBQDD,Male,39,24,Yes,Fiber optic,No,No,1,2545.5,No
5882-CMAZQ,Female,34,5,No,DSL,No,No,1,1027.5,No
5846-QFDFI,Female,58,33,Yes,Fiber optic,No,No,2,2658.0,No
4445-KWOKW,Female,30,42,Yes,DSL,No,No,1,1804.5,No
3511-APPBJ,Male,57,23,Yes,Fiber optic,Yes,Yes,1,2998.5,No
7967-HYCDE,Male,62,8,Yes,Fiber optic,No,No,0,2121.0,No
2430-RRYUW,Male,32,66,Yes,DSL,No,No,1,1644.0,No
3948-XHGNA,Male,41,24,Yes,DSL,No,No,0,1486.5,Yes
3723-BFBGR,Male,49,24,Yes,DSL,No,No,1,1644.0,No
0565-IYCGT,Male,21,69,Yes,DSL,No,Yes,1,2358.0,Yes
5447-WZAFP,Female,39,53,Yes,Fiber optic,Yes,Yes,2,3009.0,No
5110-CHOPY,Female,59,60,No,DSL,Yes,Yes,0,1608.0,No
5445-UTODQ,Female,46,7,Yes,Fiber optic,Yes,No,2,2433.0,Yes
4425-OWHWB,Female,56,20,Yes,DOCSIS,No internet service,No internet service,0,580.5,No
7892-QVYKW,Female,28,23,Yes,Fiber optic,No,Yes,1,2568.0,No
9675-ICXCT,Male,60,72,Yes,DSL,Yes,Yes,2,2424.0,No
1024-VRZHF,Male,24,11,Yes,Fiber optic,No,No,2,2248.5,Yes
4703-MQYKT,Male,22,21,Yes,DOCSIS,No internet service,No internet service,1,588.0,No
9497-QCMMS,Male,19,1,Yes,Fiber optic,Yes,Yes,2,2806.5,Yes
5692-ICXLW,Male,29,31,Yes,Fiber optic,Yes,No,2,2721.0,No
0602-DDUML,Female,33,57,Yes,DSL,Yes,No,1,2092.5,No
2208-MPXIO,Female,56,45,Yes,DOCSIS,No internet service,No internet service,0,600.0,No
1960-UYCNN,Male,23,10,Yes,Fiber optic,No,Yes,2,2857.5,No
0348-SDKOL,Female,42,58,Yes,Fiber optic,Yes,Yes,2,3063.0,Yes
3190-FZATL,Male,38,14,Yes,DOCSIS,No internet service,No internet service,0,598.5,No
